773.78,0.77888,8.7549e-05,0.10546,7.2908,86.109,58709
1794.1,0.7468,0.00011802,0.091932,7.6075,76.447,5.8749e+05
150.83,0.8669,0.00037388,0.21848,6.5709,146.35,5306.4
